brand,gsmarena_url,name,Body | Dimensions,Body | Weight,Body | Build,Body | SIM,Body | ,Display | Type,Display | Size,Display | Resolution,Display | Protection,Display | ,Platform | OS,Platform | Chipset,Platform | CPU,Platform | GPU,Memory | Card slot,Memory | Internal,Memory | ,Main Camera | Dual,Main Camera | Features,Main Camera | Video,Selfie camera | Single,Selfie camera | Features,Selfie camera | Video,Battery | Type,Battery | Charging,Main Camera | Triple,Main Camera | Single,Selfie camera | Dual,Battery | Stand-by,Battery | Talk time,Battery | Music play
sony,https://www.gsmarena.com/sony_xperia_xz2_compact-9082.php,Sony Xperia XZ2 Compact,135 x 65 x 12.1 mm (5.31 x 2.56 x 0.48 in),168 g (5.93 oz),"Glass front (Gorilla Glass 5), plastic back, aluminum frame",· Nano-SIM · Nano-SIM + Nano-SIM,IP68 dust tight and water resistant (immersible up to 1.5m for 30 min),"IPS LCD, HDR BT.2020","5.0 inches, 64.5 cm 2 (~73.5% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~483 ppi density)",Corning Gorilla Glass 5,Triluminos display X-Reality Engine,"Android 8.0 (Oreo), upgradable to Android 10",Qualcomm SDM845 Snapdragon 845 (10 nm),Octa-core (4x2.7 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),Adreno 630,microSDXC (uses shared SIM slot) - dual SIM model only,64GB 4GB RAM,UFS 2.1,,"Laser AF, color spectrum sensor, LED flash, panorama, HDR","4K@30fps, 1080p@60fps, 1080p@30fps (gyro-EIS), 1080p@960fps","5 MP, f/2.2, 23mm (wide), 1/5.0""",,1080p@30fps (gyro-EIS),"Li-Ion 2870 mAh, non-removable","18W wired, QC3",,"19 MP, f/2.0, 25mm (wide), 1/2.3"", 1.22µm, predictive PDAF",,,,
sony,https://www.gsmarena.com/sony_xperia_xa2_ultra-8985.php,Sony Xperia XA2 Ultra,163 x 80 x 9.5 mm (6.42 x 3.15 x 0.37 in),221 g (7.80 oz),"Glass front (Gorilla Glass 4), plastic back, aluminum frame",· Nano-SIM · Nano-SIM + Nano-SIM,,IPS LCD,"6.0 inches, 99.2 cm 2 (~76.1% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)",Corning Gorilla Glass 4,,"Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)",Qualcomm SDM630 Snapdragon 630 (14 nm),Octa-core 2.2 GHz Cortex-A53,Adreno 508,microSDXC (dedicated slot),"32GB 4GB RAM, 64GB 4GB RAM",,,"LED flash, HDR, panorama","4K@30fps, 1080p@30fps, stereo sound rec., HDR",,,1080p@30ps,"Li-Ion 3580 mAh, non-removable","18W wired, QC3",,"23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF","16 MP, f/2.0, 23mm (wide), 1/2.6"", OIS, AF 8 MP, f/2.4, 1/4.0""",,,
sony,https://www.gsmarena.com/sony_xperia_xa2-8986.php,Sony Xperia XA2,142 x 70 x 9.7 mm (5.59 x 2.76 x 0.38 in),171 g (6.03 oz),"Glass front (Gorilla Glass 4), plastic back, aluminum frame",· Nano-SIM · Nano-SIM + Nano-SIM,,IPS LCD,"5.2 inches, 74.5 cm 2 (~75.0% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",Corning Gorilla Glass 4,,Android 8.0 (Oreo),Qualcomm SDM630 Snapdragon 630 (14 nm),Octa-core 2.2 GHz Cortex-A53,Adreno 508,microSDXC (uses shared SIM slot),32GB 3GB RAM,,,"LED flash, HDR, panorama","4K@30fps, 1080p@30fps, stereo sound rec., HDR","8 MP, f/2.4, 1/4.0""",,1080p@30fps,"Li-Ion 3300 mAh, non-removable","18W wired, QC3",,"23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF",,,,
sony,https://www.gsmarena.com/sony_xperia_l2-8987.php,Sony Xperia L2,150 x 78 x 9.8 mm (5.91 x 3.07 x 0.39 in),178 g (6.28 oz),"Glass front (Gorilla Glass 4), plastic back, plastic frame",· Nano-SIM · Nano-SIM + Nano-SIM,,IPS LCD,"5.5 inches, 83.4 cm 2 (~71.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Corning Gorilla Glass 4,,Android 7.1.1 (Nougat),Mediatek MT6737T (28 nm),Quad-core 1.5 GHz Cortex-A53,Mali-T720MP2,microSDXC (dedicated slot),32GB 3GB RAM,eMMC 5.0,,"LED flash, HDR",1080p@30fps,"8 MP, f/2.4, 1/4.0""",,1080p@30fps,"Li-Ion 3300 mAh, non-removable",,,"13 MP, f/2.0, 1/3.1"", AF",,,,
sony,https://www.gsmarena.com/sony_xperia_r1_(plus)-8922.php,Sony Xperia R1 (Plus),146 x 73.2 x 8.9 mm (5.75 x 2.88 x 0.35 in),154 g (5.43 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,,IPS LCD,"5.2 inches, 74.5 cm 2 (~69.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)",,,Android 7.1 (Nougat),Qualcomm MSM8937 Snapdragon 430 (28 nm),Octa-core 1.5 GHz Cortex-A53,Adreno 505,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 3GB RAM",eMMC 5.1,,LED flash,1080p@30fps,"8 MP, predictive PDAF, 1/4.0""",,1080p@30fps,"Li-Ion 2620 mAh, non-removable",,,"13 MP, predictive PDAF",,,,
sony,https://www.gsmarena.com/sony_xperia_xz1-8804.php,Sony Xperia XZ1,148 x 73.4 x 7.4 mm (5.83 x 2.89 x 0.29 in),155 g (5.47 oz),"Glass front (Gorilla Glass 5), aluminum back, aluminum frame",· Nano-SIM · Nano-SIM + Nano-SIM,IP68 dust tight and water resistant (immersible up to 1.5m for 30 min),"IPS LCD, HDR10","5.2 inches, 74.5 cm 2 (~68.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",Corning Gorilla Glass 5,Triluminos display X-Reality Engine,"Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)",Qualcomm MSM8998 Snapdragon 835 (10 nm),Octa-core (4x2.45 GHz Kryo & 4x1.9 GHz Kryo),Adreno 540,microSDXC (uses shared SIM slot) - dual SIM model only,64GB 4GB RAM,UFS 2.1,,"Laser AF, color spectrum sensor, LED flash, panorama, HDR","4K@30fps, 1080p@60fps, 1080p@30fps (gyro-EIS), 720p@960fps","13 MP, f/2.0, 22mm (wide), 1/3""",,1080p@30fps (gyro-EIS),"Li-Ion 2700 mAh, non-removable","18W wired, QC3",,"19 MP, f/2.0, 25mm (wide), 1/2.3"", 1.22µm, predictive PDAF",,,,
sony,https://www.gsmarena.com/sony_xperia_xa1_plus-8840.php,Sony Xperia XA1 Plus,155 x 75 x 8.7 mm (6.10 x 2.95 x 0.34 in),189 g (6.67 oz),"Glass front (Gorilla Glass 4), plastic back, aluminum frame",· Nano-SIM · Nano-SIM + Nano-SIM,,IPS LCD,"5.5 inches, 83.4 cm 2 (~71.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Corning Gorilla Glass 4,,"Android 7.0 (Nougat), upgradable to Android 8.0 (Oreo)",Mediatek MT6757 Helio P20 (16 nm),Octa-core (4x2.3 GHz Cortex-A53 & 4x1.6 GHz Cortex-A53),Mali-T880MP2,microSDXC (dedicated slot),"32GB 3GB RAM, 32GB 4GB RAM",,,"LED flash, HDR, panorama","1080p@30fps, HDR","8 MP, f/2.0, 23mm (wide), 1/4.0"", AF",,1080p@30fps,"Li-Ion 3430 mAh, non-removable",10W wired,,"23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF",,,,
sony,https://www.gsmarena.com/sony_xperia_xz1_compact-8610.php,Sony Xperia XZ1 Compact,129 x 65 x 9.3 mm (5.08 x 2.56 x 0.37 in),140 g (4.94 oz),"Glass front (Gorilla Glass 4), plastic back, plastic frame",Nano-SIM,IP68 dust tight and water resistant (immersible up to 1.5m for 30 min),IPS LCD,"4.6 inches, 58.3 cm 2 (~69.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~319 ppi density)",Corning Gorilla Glass 5,Triluminos display X-Reality Engine,"Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)",Qualcomm MSM8998 Snapdragon 835 (10 nm),Octa-core (4x2.45 GHz Kryo & 4x1.9 GHz Kryo),Adreno 540,microSDXC (dedicated slot),32GB 4GB RAM,UFS 2.0,,"Laser AF, color spectrum sensor, LED flash, panorama, HDR","4K@30fps, 1080p@60fps, 1080p@30fps (gyro-EIS), 720p@960fps","8 MP, f/2.4, 18mm, 1/4.0""",,1080p@30fps (gyro-EIS),"Li-Ion 2700 mAh, non-removable","18W wired, QC3",,"19 MP, f/2.0, 25mm (wide), 1/2.3"", 1.22µm, predictive PDAF",,,,
sony,https://www.gsmarena.com/sony_xperia_l1-8619.php,Sony Xperia L1,151 x 74 x 8.7 mm (5.94 x 2.91 x 0.34 in),180 g (6.35 oz),"Glass front, plastic back, plastic frame",· Nano-SIM · Nano-SIM + Nano-SIM,,IPS LCD,"5.5 inches, 83.4 cm 2 (~74.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Scratch-resistant glass (> 6H),,Android 7.0 (Nougat),Mediatek MT6737T (28 nm),Quad-core 1.45 GHz Cortex-A53,Mali-T720MP2,microSDXC (uses shared SIM slot),16GB 2GB RAM,eMMC 5.0,,"LED flash, HDR",1080p@30fps,"5 MP, f/2.2, 24mm (wide)",,1080p@30fps,"Li-Ion 2620 mAh, non-removable",,,"13 MP, f/2.2, AF",,Up to 639 h (2G) / Up to 687 h (3G),Up to 13 h (2G) / Up to 11 h 30 min (3G),Up to 63 h
sony,https://www.gsmarena.com/sony_xperia_xzs-8599.php,Sony Xperia XZs,146 x 72 x 8.1 mm (5.75 x 2.83 x 0.32 in),161 g (5.68 oz),"Glass front (Gorilla Glass 5), aluminum back, plastic frame",· Nano-SIM (G8231) · Nano-SIM + Nano-SIM (G8232),IP68 dust tight and water resistant (immersible up to 1.5m for 30 min),IPS LCD,"5.2 inches, 74.5 cm 2 (~70.9% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",Corning Gorilla Glass 5,Triluminos display X-Reality Engine,"Android 7.1 (Nougat), upgradable to Android 8.0 (Oreo)",Qualcomm MSM8996 Snapdragon 820 (14 nm),Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),Adreno 530,microSDXC (uses shared SIM slot) - dual SIM model only,"32GB 4GB RAM, 64GB 4GB RAM",eMMC 5.1,,"Laser AF, color spectrum sensor, LED flash, HDR, panorama","4K@30fps, 1080p@30fps (gyro-EIS), 720p@960fps, HDR","13 MP, f/2.0, 22mm (wide), 1/3.1"", 1.12µm",,1080p@30fps,"Li-Ion 2900 mAh, non-removable","18W wired, QC3",,"19 MP, f/2.0, 25mm (wide), 1/2.3"", predictive PDAF",,,,
sony,https://www.gsmarena.com/sony_xperia_xz_premium-8593.php,Sony Xperia XZ Premium,156 x 77 x 7.9 mm (6.14 x 3.03 x 0.31 in),195 g (6.88 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum/plastic frame",· Nano-SIM (G8141) · Nano-SIM + Nano-SIM (G8142),IP68 dust tight and water resistant (immersible up to 1.5m for 30 min),"IPS LCD, HDR10","5.46 inches, 82.2 cm 2 (~68.4% screen-to-body ratio)","3840 x 2160 pixels, 16:9 ratio (~807 ppi density)",Corning Gorilla Glass 5,Runs at 1080 x 1920 pixels except for select use cases Triluminos display X-Reality Engine,"Android 7.1 (Nougat), upgradable to Android 9.0 (Pie)",Qualcomm MSM8998 Snapdragon 835 (10 nm),Octa-core (4x2.45 GHz Kryo & 4x1.9 GHz Kryo),Adreno 540,microSDXC (uses shared SIM slot) - dual SIM model only,64GB 4GB RAM,UFS 2.1,,"Laser AF, color spectrum sensor, LED flash, panorama, HDR","4K@30fps, 1080p@30fps (gyro-EIS), 720p@960fps, HDR","13 MP, f/2.0, 22mm (wide), 1/3.1"", 1.12µm",,1080p@30fps,"Li-Ion 3230 mAh, non-removable","18W wired, QC3",,"19 MP, f/2.0, 25mm (wide), 1/2.3"", predictive PDAF",,,,
sony,https://www.gsmarena.com/sony_xperia_xa1_ultra-8595.php,Sony Xperia XA1 Ultra,165 x 79 x 8.1 mm (6.50 x 3.11 x 0.32 in),188 g (6.63 oz),"Glass front (Gorilla Glass 4), plastic back, aluminum/plastic frame","· Nano-SIM (G3221, G3223) · Nano-SIM + Nano-SIM (G3212, G3226)",,IPS LCD,"6.0 inches, 99.2 cm 2 (~76.1% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)",Corning Gorilla Glass 4,,"Android 7.0 (Nougat), upgradable to Android 8.0 (Oreo)",Mediatek MT6757 Helio P20 (16 nm),Octa-core (4x2.3 GHz Cortex-A53 & 4x1.6 GHz Cortex-A53),Mali-T880MP2,microSDXC (dedicated slot),"32GB 4GB RAM, 64GB 4GB RAM",,,"LED flash, HDR, panorama","1080p@30fps, stereo sound rec., HDR","16 MP, f/2.0, 23mm (wide), 1/2.6"", OIS, AF",LED flash,1080p@30fps,"Li-Ion 2700 mAh, non-removable",10W wired,,"23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF",,Up to 658 h (2G) / Up to 708 h (3G),Up to 13 h (2G) / Up to 12 h (3G),
sony,https://www.gsmarena.com/sony_xperia_xa1-8596.php,Sony Xperia XA1,145 x 67 x 8 mm (5.71 x 2.64 x 0.31 in),143 g (5.04 oz),"Glass front (Gorilla Glass 4), plastic back, aluminum frame",· Nano-SIM · Nano-SIM + Nano-SIM,,IPS LCD,"5.0 inches, 68.9 cm 2 (~70.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Corning Gorilla Glass 4,,"Android 7.0 (Nougat), upgradable to Android 8.0 (Oreo)",Mediatek MT6757 Helio P20 (16 nm),Octa-core (4x2.3 GHz Cortex-A53 & 4x1.6 GHz Cortex-A53),Mali-T880MP2,microSDXC (dedicated slot),32GB 3GB RAM,,,"LED flash, HDR, panorama","1080p@30fps, HDR","8 MP, f/2.0, 23mm (wide), 1/4.0"", AF",,1080p@30fps,"Li-Ion 2300 mAh, non-removable",10W wired,,"23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF",,Up to 560 h (2G) / Up to 603 h (3G),Up to 11 h 20 min (2G) / Up to 10 h (3G),
sony,https://www.gsmarena.com/sony_xperia_x_compact-8292.php,Sony Xperia X Compact,129 x 65 x 9.5 mm (5.08 x 2.56 x 0.37 in),135 g (4.76 oz),"Glass front (Gorilla Glass 4), plastic back, plastic frame",Nano-SIM,,IPS LCD,"4.6 inches, 58.3 cm 2 (~69.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~319 ppi density)",Corning Gorilla Glass 4,Triluminos display X-Reality Engine,"Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)",Qualcomm MSM8956 Snapdragon 650,Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A72),Adreno 510,microSDXC (dedicated slot),32GB 3GB RAM,eMMC 4.5,,"Color spectrum sensor, LED flash, HDR, panorama","1080p@30fps, 1080p@60fps",5 MP,,1080p@30fps,"Li-Ion 2700 mAh, non-removable","18W wired, QC3",,"23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF",,Up to 710 h (2G) / Up to 750 h (3G),Up to 11 h (2G) / Up to 14 h (3G),
sony,https://www.gsmarena.com/sony_xperia_xz-8313.php,Sony Xperia XZ,146 x 72 x 8.1 mm (5.75 x 2.83 x 0.32 in),161 g (5.68 oz),"Glass front (Gorilla Glass 4), aluminum back, aluminum frame",· Nano-SIM · Nano-SIM + Nano-SIM,IP68 dust tight and water resistant (immersible up to 1.5m for 30 min),IPS LCD,"5.2 inches, 74.5 cm 2 (~70.9% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",Corning Gorilla Glass 4,Triluminos display X-Reality Engine,"Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)",Qualcomm MSM8996 Snapdragon 820 (14 nm),Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),Adreno 530,microSDXC (uses shared SIM slot) - dual SIM model only,"32GB 3GB RAM, 64GB 3GB RAM",eMMC 5.1,,"Laser AF, color spectrum sensor, LED flash, HDR, panorama","4K@30fps, 1080p@60fps, 1080p@30fps (gyro-EIS)","13 MP, f/2.0, 22mm (wide), 1/3""",HDR,1080p@30fps,"Li-Ion 2900 mAh, non-removable","18W wired, QC3",,"23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF",,Up to 600 h (2G) / Up to 610 h (3G),Up to 11 h 40 min (2G) / Up to 17 h 30 min (3G),
sony,https://www.gsmarena.com/sony_xperia_e5-8113.php,Sony Xperia E5,144 x 69 x 8.2 mm (5.67 x 2.72 x 0.32 in),147 g (5.19 oz),,· Nano-SIM · Nano-SIM + Nano-SIM,,IPS LCD,"5.0 inches, 68.9 cm 2 (~69.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Scratch-resistant glass,,Android 6.0 (Marshmallow),Mediatek MT6735 (28 nm),Quad-core 1.3 GHz Cortex-A53,Mali-T720MP2,microSDXC (dedicated slot),16GB 1.5GB RAM,,,"LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.4",,,"Li-Po 2300 mAh, non-removable",,,"13 MP, f/2.0, AF",,Up to 511 h (2G) / Up to 518 h (3G),Up to 11 h 30 min (2G) / Up to 9 h 30 min (3G),Up to 65 h
sony,https://www.gsmarena.com/sony_xperia_xa_ultra-8102.php,Sony Xperia XA Ultra,164 x 79 x 8.4 mm (6.46 x 3.11 x 0.33 in),202 g (7.13 oz),"Glass front, plastic back, aluminum frame",· Nano-SIM · Nano-SIM + Nano-SIM,,IPS LCD,"6.0 inches, 99.2 cm 2 (~76.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)",Scratch-resistant glass,,"Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)",Mediatek MT6755 Helio P10 (28 nm),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,microSDXC (dedicated slot),16GB 3GB RAM,eMMC 5.1,,"LED flash, HDR, panorama","1080p@30fps, HDR","16 MP, f/2.0, 23mm (wide), 1/2.6"", OIS",LED flash,1080p@30fps,"Li-Ion 2700 mAh, non-removable",,,"21.5 MP, f/2.2, 1/2.4"", 1/2.4"", PDAF",,Up to 558 h (2G) / Up to 708 h (3G),Up to 13 h (2G) / Up to 12 h (3G),Up to 65 h
sony,https://www.gsmarena.com/sony_xperia_x_performance-7949.php,Sony Xperia X Performance,143.7 x 70.4 x 8.7 mm (5.66 x 2.77 x 0.34 in),164.4 g (5.78 oz),"Glass front, aluminum back, plastic frame",· Nano-SIM · Nano-SIM + Nano-SIM,IP68 dust tight and water resistant (immersible up to 1.5m for 30 min),IPS LCD,"5.0 inches, 68.9 cm 2 (~68.1% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)","Scratch-resistant glass, oleophobic coating",Triluminos display X-Reality Engine,"Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)",Qualcomm MSM8996 Snapdragon 820 (14 nm),Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),Adreno 530,microSDXC (uses shared SIM slot) - dual SIM model only,"32GB 3GB RAM (SS), 64GB 3GB RAM (DS)",eMMC 5.1,,"LED flash, HDR, panorama","1080p@30fps, 1080p@60fps","13 MP, f/2.0, 22mm (wide), 1/3""",HDR,1080p@30fps,"Li-Ion 2700 mAh, non-removable","18W wired, QC2",,"23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF",,,,
sony,https://www.gsmarena.com/sony_xperia_x-7948.php,Sony Xperia X,143 x 69 x 7.7 mm (5.63 x 2.72 x 0.30 in),153 g (5.40 oz),"Glass front, aluminum back, aluminum frame",· Nano-SIM · Nano-SIM + Nano-SIM,,IPS LCD,"5.0 inches, 68.9 cm 2 (~69.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)","Scratch-resistant glass, oleophobic coating",Triluminos display X-Reality Engine,"Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)",Qualcomm MSM8956 Snapdragon 650,Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A72),Adreno 510,microSDXC (uses shared SIM slot) - dual SIM model only,"32GB 3GB RAM (F5121), 64GB 3GB RAM (F5122)",eMMC 4.5,,"LED flash, HDR, panorama","1080p@30fps, 1080p@60fps","13 MP, f/2.0, 22mm (wide), 1/3""",,1080p@30fps,"Li-Ion 2620 mAh, non-removable","18W wired, QC2",,"23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF",,,,
sony,https://www.gsmarena.com/sony_xperia_xa_dual-7957.php,Sony Xperia XA Dual,143.6 x 66.8 x 7.9 mm (5.65 x 2.63 x 0.31 in),137.4 g (4.83 oz),,Nano-SIM + Nano-SIM,,IPS LCD,"5.0 inches, 68.9 cm 2 (~71.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Scratch-resistant glass,,"Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)",Mediatek MT6755 Helio P10 (28 nm),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,microSDXC (dedicated slot),16GB 2GB RAM,eMMC 5.1,,"LED flash, HDR, panorama",1080p@30fps,"8 MP, 1/4.0"", AF",HDR,1080p@30fps,"Li-Ion 2300 mAh, non-removable",10W wired,,"13 MP, f/2.0, 1/3.0"", PDAF",,Up to 466 h (2G) / Up to 466 h (3G),Up to 11 h 20 min (2G) / Up to 10 h (3G),Up to 55 h
sony,https://www.gsmarena.com/sony_xperia_xa-7950.php,Sony Xperia XA,143.6 x 66.8 x 7.9 mm (5.65 x 2.63 x 0.31 in),137.4 g (4.83 oz),"Glass front, plastic back, aluminum frame",Nano-SIM,,IPS LCD,"5.0 inches, 68.9 cm 2 (~71.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Scratch-resistant glass,,"Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)",Mediatek MT6755 Helio P10 (28 nm),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,microSDXC (dedicated slot),16GB 2GB RAM,eMMC 5.1,,"LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, 1/4.0"", AF",HDR,1080p@30fps,"Li-Ion 2300 mAh, non-removable",10W wired,,"13 MP, f/2.0, 1/3.1"", 1.12µm, PDAF",,Up to 560 h (2G) / Up to 603 h (3G),Up to 11 h 20 min (2G) / Up to 10 h (3G),Up to 55 h
